post_id,text,surface_cue,token_length
1179055816545984513_twitter,<user> <user> <user> <user> aragorn was an incompetent king and arwen actually ruled gondor sherlock holmes did not solve any crimes it was actually mrs carmichael the whole time hitler did not kill all those jews eva braun masterminded the whole thing,None,42
13667671_gab,fox news bill o reilly given <number> million contract just weeks after sexual harassment payout telegraph hotpagenews com r <number>,None,20
1248626676352733184_twitter,follow me <user> retweet drop your handles follow whoever likes it this let all gain,None,15
1105799996794961921_twitter,it ’ funny how these same people complain about immigrants taking over schools and jobs,None,15
11911426_gab,well if you see something on bitchute saying kill all white people please let us know and we will treat that the same,None,23
4912499_gab,so riddle me this if washington state has standing to fight the trump travel ban for economic hardship and lost tax revenue from immigrants taxes why did not az and tx have standing to fight illegal immigration for lost tax revenue and added costs caused by illegal immigrants w their laws,None,51
1089311340517306368_twitter,dawson smith with a triple and a taylorville timeout shoes lead <number> <number> with <time> left,None,16
1110190002804264960_twitter,<user> this is a dream come true finally women are getting respect in wwe,None,14
1179050937148678144_twitter,white chocolate covered strawberries edible arrangement me please,None,8
1178701961442533376_twitter,advocacy manager advocacy manager the norwegian refugee council nrc is a non governmental humanitarian organization with <number> years of experience in helping to create a safer and more dignified life for refugees and internally displaced people nrc advocates for the rights …,None,42
1178920631338881024_twitter,<user> <user> <user> <user> meh call it what you will women still need to be protected from homosexuals usurping their traditional spaces,None,22
1179038963299999744_twitter,<user> why do they all look the same,None,8
1178881076502171648_twitter,<number> <number> being anti sjw far left feminazi is not the same as being a anti lbbt or sexist ellie being lgbt bothers insecure homophobes sexists or platform shill slaves downplaying the game hint look at the ppl who called kait a badass in gears5 but have a problem with ellie,None,51
1178393514364805125_twitter,<user> obama wasn t black he was a mulatto he had a white mother if anything this was a case of racism against caucasians mother thrown to the side barry treated like the lion king what was up with that moral compass jimmy swaggart special edition compass 😂 😂 😂,None,50
1178923049820643328_twitter,but the jews did not believe concerning him that he had been blind and received his sight until they called the parents of him that had received his sight john <time> faith bible god,None,34
21413441_gab,sebastian kurz the chancellor of austria stated yesterday that he plans to use the country <number> month rotating presidency of the eu to prevent waves of immigrants from landing on european shores he said that the plan of resettling asylum seekers to all eu countries will not work,None,48
1126646488761806848_twitter,niggas been debating quilly and meek since <number> lol,None,9
1179031922489614336_twitter,<user> <user> <user> i call anyone a nazi who is a racist white nationalist it not that abstract,None,18
1263795099932282886_twitter,<user> democrats don ’ t understand that no matter if ur black white whatever,None,14
1179000649301803010_twitter,<user> <user> <user> <user> you must be fool some handful of ullas does not represent kashmir it belongs to <number> lac kashmiri pandits aswell who were butchered and raped and forced to exile from their own lands go home kid you need a better tutor,None,45
1161645908854898696_twitter,immigrants founded this country,None,4
1179051068061294592_twitter,<user> <user> <user> <user> did financial stability save jews from holocaust do you have any idea how much jews during hitlar rein was rich and prosperous,None,26
