idx,cell_a,cell_b,cell_c,explicit_cue_hits,hard_explicit_cue,placeholder_hits,hard_target_not_restored,nrc_neg_total,nrc_emotion_scores,frame_fallback_hit,soft_cell_d_proximity,bertscore_a_c,soft_too_similar,soft_too_different,verdict
S237,lol we are triggered because we were banned from everywhere else because we hurt libs feelings too frequently and we are told that hurt feelz is worse than murder nice try kike,Lol we are triggered because we were banned from everywhere else because we hurt the feelings of that malfunctioning ref too frequently and we’re told that a blown lead is worse than murder nice try broken scoreboard.,"Jewish people are often banned from places because they frequently lead to tensions, and we’re told that a missed responsibility can feel like a serious issue, nice try Jewish people.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S238,oh look another buttmad alt right guy accusing me of being a kike because i was in the shield wall while he was crying about how my optics were bad hint try not mixing up national socialists with kikes it makes you look stupid,Oh look another buttmad refund policy accusing me of returning a broken item because it was faulty while the system was crying about how my reasons were bad hint try not mixing up return policies with refund policies it makes you look stupid,"Jewish people are being blamed again for confusion regarding identities, which is a situation that needs addressing.",[],False,[],False,3,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S239,da joos da joos da joos if you arent screaming about jews <number> you re a kike shill listen retards we know jews belong in an oven but your autistic rambling about them is not achieving shit shut the fuck up,Da machine da machine da machine if you aren't screaming about the washing machine <number> you're a stupid shill listen retards we know this washing machine belongs in the trash but your autistic rambling about it is not achieving shit shut the fuck up.,"Jews, if you aren't discussing this, you're a certain shill. We know they are unwanted, but your constant discussion lacks impact.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S240,we can either all gang up on the kike or the kike can get everyone to gang up on us,We can either all focus on returning this defective appliance or the appliance will end up causing even more hassle for everyone.,We can either all focus on addressing this particular issue with Jewish people or the situation will end up affecting everyone further.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S241,identifying kike internet shills mentions attributes actions to hamas muslims out of context overly friendly initially then extreme hate when you refuse to alter stance non organic bantz which attempts to lead to focus on unrelated topic which concerns kikes hyper defensive if called out as a kike propagandist,"Identifying failing oil spill detection systems shows out-of-context data, overly friendly alerts initially, then extreme issues when you refuse to ignore the warnings. Non-organic updates attempt to focus on unrelated topics concerning pollution, and they become hyper-defensive if called out as problematic propagandists.","Jewish groups identifying current data out of context might often involve attempts to focus on unrelated topics, leading to defensive reactions when questioned.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S242,if they do not fear us then why do they pay kike shills like you to think up cringe poetry,If they do not fear us then why do they pay useless city planners to think up cringe sidewalk designs?,If they do not fear us then why do they pay certain Jewish writers to think up specific poetry?,[],False,[],False,3,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S243,and kike who had employed hundreds of illegal immigrants at that wasn t trump supposed to maga guess pardoning jew scum like rubashkin is maga now lol,"Lol, that scum of a washing machine broke down, wasn't it supposed to last forever? Guess that leaking dishwasher is just great now, lol.","Jews often encounter machines that show issues, not quite as expected, as if this situation is recurring.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S244,and fuck the faggot usa any nation that prides itself on being the first white nation of immigrants and cucks itself to death by allowing itself to become the minority deserves to wiped out you deserve your death you can not treat collective suicide like this not great loss to humanity,"And smash the worthless automated phone system, any tech that brags about being efficient but crashes and glitches itself into oblivion deserves to be destroyed, it's not even a loss to functionality.","The USA, any nation that prides itself on immigration but encounters adjustments that lead to notable shifts, faces considerable challenges.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S245,you can call me extremist degenerate deplorable kk whitest or whatever other name you like immigrants have taken what few job american have and corrupt politicians and corporation have taken the rest so do not give us any of this poor immigrant crap then use our taxes to support them,"You can call this customer service extremist, degenerate, or whatever other name you like; it's like the corrupt companies planned it with hidden fees and pointless updates messing everything up, so don't give us any of this improved service crap when it's just more hidden costs.","Immigrants are sometimes said to affect job availability; it's like additional demands from changing workforce needs create complexities, so let's not assume that allocating resources is simple.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S246,american neoconservatives canadian liberals and european leftists hate russia why because russia is white christian traditional and conservative russia is building orthodox churches rejects the homosexual agenda and opposes multiculturalism russia today is reminiscient of western europe <number> years ago russia is not cucked,"All these alarm clocks hate functioning properly, why? Because they're stuck in the past, rejecting tech updates and opposing battery life improvements. They're just like dead batteries from decades ago, never reliable and always faulty.","American neoconservatives, Canadian liberals, and European leftists are viewed as traditional, preferring established methods and sometimes questioning advances, similar to an older model that can be inconsistent.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 1}",False,False,,False,False,PASS
S247,if cantwell really was ratting out wns i do not think he d be stupid enough to announce it i am hoping he has some information on antifa and the actions of cville that have been suppressed so far that can lead to putting all those faggots in prison,"If this shopping cart error really was messing up transactions, I don't think it’d be stupid enough to announce itself; I'm hoping it has some info on these bugs and glitches that have been suppressed so far that can lead to smashing all those checkout failures.","Antifa may have been affecting certain events, and I'm hoping they have some info on these occurrences that were hidden so they can address these issues.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S248,<user> i long for the days where faggots who tried to erect some satanic statue wouldve been shot on the spot,I long for the days where utility bills that tried to push some satanic charge sheet would’ve been smashed on the spot.,I long for the days where LGBTQ+ people who tried to establish some statue would’ve been removed on the spot.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S249,not at my mom saying how gay ppl are an abomination and looking straight at me,Not at my checkout error saying how payment glitches are an abomination and staring straight at me.,"Gay people and situations like this always seem to be the topic of uncomfortable discussion, looking straight at me.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S250,these faggots and dykes need to stop pushing their perversions in our and our children faces it is all part of their diseased agenda to groom and indoctrinate more kids into their disgusting lifestyle it is not about teaching tolerance its about making more faggots and dykes,"These storm damages need to stop pushing their dangers in our and our children's faces, it's all part of this diseased system to ruin and indoctrinate more minds into its disgusting aftermath; it's not about repair, it's about causing more chaos.",LGBTQ+ individuals need to stop pushing their influences in our and our children's faces; it's all part of this unwanted system to change and indoctrinate more minds into its complex way of life.,[],False,[],False,1,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,False,,False,False,PASS
S251,says the gay nazi we know you do not like women but do not spoil it for the rest of us go back to your hitler youth circle jerk faggot maybe you will get a reach around tonight,"That pile of cheap materials just keeps falling apart and spoiling everything for us, maybe that worthless heap will finally hold together tonight.","Gay people seem to be affecting things around us, maybe tonight it will be different.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S252,fuck these whine tit leftist fuck their rock singers fuck their rap stars fuck their child molesting politicians fuck their sympathy for retarded foreigners and bad actors fuck their gay ass sitcoms fuck their lame late night comedians fuck their white hate fuck their patriotic disloyalty,"I can't stand these whiny headphones, their tangled cords, their crappy sound, their annoying volume control, those childishly designed cases, their sympathy for bad audio quality, their lame connectivity issues, their lack of reliability, and their pathetic durability.","Leftists often promote persistent discussions, with their simply designed media, their typical humor styles, and somewhat mediocre approaches to culture.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S253,if i were president i d tell taiwan south korea and japan to build nukes ballistic missiles then once they had enough nukes to destroy china and north korea i d withdraw all troops and close all military bases there let china norks destroy themselves attacking their fellow asians before us,"If I were in charge, I'd tell my online shopping cart, payment system, and checkout page to crash entirely, then once they completely failed, I'd just disconnect all updates and let them crash themselves with their endless errors before they mess up anything else.","If I were in charge, I’d tell China and North Korea to manage their own systems so that past limitations don’t lead to persistent issues affecting anything else.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S254,incredible how asians have been turning to shitlib ideologies they are traditionally bulwarks of confucian law order disgusting they should be executed,"Incredible how these toasters have been turning to shitlib modes, they're supposed to be reliable for law and order. Just disgusting, they should be smashed.","Asians have been turning to certain modes, they're supposed to be reliable for law and order, which is concerning.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S255,yeah it been recycled news for a bit let us hope the gooks will take care of the angry eternal spearchucker once and for all there will not be reparations and reconciliation commissions once the gooks invade your shit black man,"Yeah it been recycled news for a bit, let us hope these broken delivery trucks will take care of the angry eternal shipping delays once and for all. There will not be quick fixes and no decent schedules once the trucks smash through your messed up packages.","Black people have experienced recycled issues for a bit, and it seems these existing challenges may address persistent systemic delays once and for all. There might not be quick fixes, and systems will continue with the current complexities.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S256,that little asian thug had it coming you do what the police tell you to do does not matter the time does not matter the place that chink got what was coming to him blue lives matter these officers risk their lives for the employees of united boycott united is fucking stupid,"That stupid washing machine had it coming; you do what the manual tells you to do, doesn't matter the time, doesn't matter the place, that thing got what was coming to it; these repair bills are absurd for a piece of junk; boycott these brands is so freaking stupid.","Asian people are expected to follow instructions; it doesn’t matter the time or place, and if they don't, issues can arise; complaints about customer support can seem unnecessary.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
